4,8,1,5698
5,1,17,5739
2,8,3,5768
3,7,1,5806
5,9,3,5832
7,8,7,5868
9,7,1,5901
1,6,2,5940
2,6,4,5960
3,9,5,5981
10,6,5,5999
3,8,15,6048
4,9,1,6063
3,9,2,6100
8,1,3,6133
8,6,1,6162
7,3,2,6175
2,8,3,6201
3,10,1,6243
1,5,3,6277
5,2,6,6297
5,1,2,6321
3,7,1,6322
3,7,7,6359
4,8,11,6380
3,8,11,6403
8,8,3,6429
6,7,8,6449
8,5,5,6493
7,2,3,6523
3,8,6,6549
6,9,1,6580
5,2,20,6599
8,1,10,6618
5,4,2,6653
2,10,2,6679
3,4,1,6701
1,4,8,6732
4,1,1,6762
8,7,5,6788
2,7,4,6833
9,1,6,6857
5,7,6,6892
8,2,9,6912
1,8,3,6945
1,9,4,6987
6,2,2,7032
2,6,4,7066
1,8,9,7078
8,2,2,7111
9,9,11,7138
7,5,12,7173
6,5,1,7211
2,7,5,7242
10,9,7,7277
10,9,1,7288
1,8,3,7315
3,10,5,7336
8,2,4,7364
8,2,6,7399
5,7,5,7441
4,8,2,7460
8,2,7,7491
7,4,7,7510
7,4,2,7532
2,9,10,7570
9,2,6,7595
4,9,3,7627
9,9,5,7671
5,2,5,7710
8,2,1,7729
7,9,3,7755
1,3,3,7773
7,10,14,7815
9,10,7,7830
8,10,8,7859
2,1,4,7887
1,9,2,7922
3,9,1,7956
2,7,4,7988
1,4,8,8020
2,7,1,8058
3,6,3,8078
6,8,8,8119
3,9,4,8138
4,8,3,8163
8,3,1,8195
3,6,13,8222
4,5,7,8244
9,2,2,8281
10,10,2,8321
8,4,4,8355
4,8,1,8400
8,8,12,8422
7,6,3,8442
6,8,1,8477
3,8,1,8502
8,2,1,8533
3,2,9,8570
8,9,3,8593
2,9,2,8625
5,8,4,8654
7,5,12,8677
1,7,16,8714
5,1,6,8749
3,5,8,8792
9,2,2,8802
6,8,4,8831
6,1,11,8853
3,8,13,8883
8,4,2,8893
3,7,1,8929
4,6,11,8961
8,4,1,8991
4,4,8,9029
6,5,7,9079
6,2,2,9108
9,9,11,9129
3,10,2,9170
7,4,4,9196
7,4,3,9230
8,8,6,9282
8,2,5,9310
4,1,2,9334
1,7,5,9363
1,9,6,9394
7,3,2,9409
6,10,5,9427
3,8,2,9458
10,1,2,9505
3,9,2,9533
1,8,14,9564
2,8,5,9596
6,1,6,9630
4,8,2,9657
6,5,2,9663
6,7,4,9696
1,6,5,9733
3,10,1,9752
10,7,5,9787
1,8,2,9809
4,3,2,9850
2,8,3,9879
9,4,2,9906
9,8,1,9954
5,5,4,9982
3,9,4,10021
2,9,1,10047
9,8,4,10085
5,7,3,10109
7,9,4,10139
8,2,1,10184
6,2,1,10221
7,5,3,10262
4,8,4,10317
6,2,1,10357
7,2,3,10392
8,6,5,10410
4,4,1,10434
3,8,5,10468
8,1,11,10502
3,3,1,10546
1,7,1,10557
4,7,2,10589
7,8,6,10633
8,2,3,10673
7,6,16,10715
4,8,8,10737
8,4,19,10768
3,2,1,10793
9,2,1,10820
4,10,4,10841
3,8,4,10896
5,3,1,10939
3,10,8,10963
2,7,2,10993
8,1,9,11031
2,8,3,11059
2,8,6,11090
3,7,4,11110
9,4,1,11141
1,8,4,11175
5,7,8,11209
8,10,5,11243
1,7,2,11273
9,10,1,11297
7,5,11,11331
4,8,2,11362
9,10,4,11377
2,4,4,11406
7,8,3,11426
7,5,1,11439
9,3,3,11470
9,10,5,11500
7,8,3,11533
5,7,1,11575
10,7,20,11597
5,2,1,11623
3,4,4,11656
3,8,3,11691
7,8,6,11718
8,2,2,11751
2,8,1,11771
3,8,4,11799
3,6,2,11845
6,7,1,11886
9,5,1,11912
2,8,4,11945
2,8,9,11988
3,9,5,12007
3,4,15,12031
1,1,1,12073
9,7,5,12117
4,6,12,12153
3,3,12,12190
2,5,2,12218
3,10,4,12239
6,4,5,12276
6,7,1,12301
4,7,13,12333
3,7,10,12371
7,10,12,12408
3,8,3,12435
5,4,3,12450
4,4,2,12474
9,6,1,12494
3,8,5,12528
2,6,7,12564
1,8,2,12610
1,5,7,12634
5,8,5,12657
4,7,5,12684
2,9,10,12710
4,7,2,12737
8,6,1,12773
7,2,10,12812
1,7,2,12836
6,7,2,12852
9,3,5,12874
1,8,1,12896
1,8,8,12931
4,2,2,12956
8,1,14,12978
6,9,1,13004
3,7,8,13038
9,6,3,13064
8,4,2,13099
4,2,2,13135
3,8,1,13155
4,9,4,13194
5,3,2,13230
3,10,6,13254
8,1,7,13282
3,8,2,13312
1,8,3,13346
6,2,2,13359
8,1,1,13403
8,1,1,13439
8,2,8,13464
4,8,4,13502
3,3,5,13537
4,8,6,13565
1,6,1,13596
5,2,1,13619
1,8,6,13654
10,2,9,13695
4,10,2,13719
4,8,5,13742
5,8,3,13783
4,8,7,13807
9,3,6,13844
3,9,2,13865
7,1,12,13891
7,2,10,13916
2,5,4,13962
10,8,2,13987
4,4,2,14023
9,1,15,14062
8,1,2,14075
9,9,3,14104
2,7,3,14148
7,6,1,14178
3,9,2,14204
3,4,7,14239
2,8,1,14253
1,9,3,14282
3,2,6,14331
2,7,2,14362
7,8,3,14390
3,10,6,14431
8,3,2,14446
3,8,1,14493
2,3,1,14524
2,9,1,14561
3,9,5,14602
6,2,1,14637
5,6,4,14676
10,5,4,14709
7,8,2,14730
6,1,1,14750
6,5,1,14785
2,5,2,14819
3,8,5,14845
6,2,6,14869
1,7,1,14918
1,3,2,14945
4,9,1,14994
1,8,7,15025
3,10,11,15051
8,10,4,15088
4,3,2,15133
2,7,15,15168
4,10,4,15177
3,7,6,15220
7,4,9,15246
3,9,3,15263
4,8,3,15304
3,8,3,15333
4,7,6,15361
5,7,14,15416
1,4,2,15473
7,9,1,15504
2,1,1,15540
4,9,2,15581
2,9,6,15603
6,9,1,15635
10,9,7,15677
1,9,1,15681
4,8,1,15713
2,7,1,15733
9,7,2,15760
3,8,2,15782
3,8,2,15810
7,6,3,15833
4,7,3,15861
7,9,3,15901
4,1,1,15925
9,2,6,15954
8,10,2,15986
1,7,2,16010
3,8,2,16046
3,7,1,16079
1,3,3,16122
9,7,2,16150
2,8,2,16172
6,4,1,16211
4,10,6,16255
2,9,6,16295
2,4,3,16312
3,9,3,16342
2,10,2,16361
10,3,5,16388
9,4,4,16404
4,8,7,16426
7,2,4,16463
7,3,2,16481
8,2,7,16510
1,9,1,16533
4,8,2,16575
8,1,1,16605
4,8,1,16624
8,2,4,16665
4,8,1,16693
8,2,10,16718
7,7,15,16750
2,7,2,16793
2,7,16,16822
1,5,9,16853
3,9,1,16870
8,1,12,16898
5,6,4,16948
4,8,18,16968
8,2,5,16999
4,8,3,17034
8,6,11,17058
10,1,14,17083
9,7,6,17111
8,7,1,17150
8,1,1,17184
8,2,7,17211
3,9,3,17237
3,9,12,17265
6,2,1,17301
8,1,7,17318
9,6,4,17338
10,5,2,17348
3,2,3,17374
6,6,1,17402
9,4,4,17450
4,9,6,17466
4,7,1,17492
3,10,2,17533
6,7,2,17566
5,10,9,17595
6,6,7,17630
3,7,1,17667
10,5,2,17698
3,7,9,17729
8,8,3,17757
1,7,6,17774
10,2,3,17814
8,2,3,17839
3,8,4,17858
9,4,2,17888
8,8,1,17921
8,2,5,17948
3,6,1,17980
8,1,3,18010
3,10,4,18046
2,7,7,18098
7,1,6,18123
1,2,5,18144
9,7,1,18188
4,8,6,18214
6,5,1,18244
1,7,4,18269
6,4,6,18306
2,8,3,18334
1,8,5,18367
9,2,5,18387
1,2,6,18417
1,8,6,18453
2,3,2,18493
8,6,5,18544
9,5,3,18581
1,1,2,18619
1,10,11,18648
2,4,5,18681
4,3,8,18697
1,5,7,18725
9,4,2,18754
6,6,7,18784
8,10,12,18811
8,6,3,18847
4,8,2,18866
7,9,4,18915
9,2,7,18936
3,4,15,18965
6,6,4,19002
3,9,1,19044
4,9,8,19066
10,3,1,19096
9,4,2,19126
10,7,1,19161
4,8,6,19207
7,2,14,19247
9,2,1,19281
5,5,4,19319
1,8,9,19356
2,8,2,19368
9,6,10,19394
5,1,1,19448
4,9,5,19481
3,7,2,19505
6,9,9,19535
1,6,1,19551
8,8,3,19573
7,2,5,19592
8,9,6,19611
4,9,3,19637
8,8,5,19658
1,4,2,19688
8,4,5,19715
7,4,3,19740
7,9,18,19779
7,8,3,19803
8,8,9,19827
1,7,5,19869
9,2,3,19905
4,7,5,19945
8,2,4,19960
6,3,4,19982
2,8,2,20012
2,8,16,20029
8,4,3,20044
6,1,3,20082
10,1,3,20101
2,1,3,20134
5,10,12,20162
1,3,7,20182
4,8,2,20221
5,1,5,20250
3,6,2,20275
9,7,2,20313
3,7,4,20342
2,2,5,20366
6,10,5,20400
6,2,2,20428
7,4,5,20472
3,1,4,20508
2,7,9,20535
1,9,8,20576
3,9,2,20605
2,8,1,20643
9,2,1,20678
8,2,8,20691
4,8,5,20713
6,2,4,20727
10,1,9,20754
4,8,5,20790
6,10,12,20818
8,10,6,20833
6,6,6,20863
2,3,3,20891
2,8,3,20927
4,2,11,20948
5,4,4,20969
6,10,13,20998
1,9,7,21037
10,9,5,21082
1,6,5,21122
6,2,1,21142
4,9,1,21177
9,7,7,21222
9,2,6,21257
8,3,11,21303
7,4,2,21338
9,9,12,21368
6,5,7,21399
10,6,6,21426
10,8,3,21457
4,8,7,21488
8,3,9,21526
3,10,1,21567
3,9,4,21590
1,8,6,21638
1,4,3,21660
2,8,11,21693
3,8,3,21712
8,5,1,21736
3,9,2,21767
1,8,10,21799
1,6,7,21839
8,2,6,21891
8,4,5,21903
5,3,14,21924
8,8,2,21959
10,10,1,22003
2,9,2,22033
5,8,2,22054
1,8,9,22083
10,7,3,22112
8,1,9,22128
8,4,1,22138
8,7,2,22163
10,3,1,22185
8,1,12,22189
4,8,3,22214
2,8,1,22247
4,8,9,22285
4,5,12,22317
8,6,1,22339
7,10,4,22375
4,8,4,22403
1,8,1,22435
5,8,1,22458
8,3,1,22499
3,7,3,22529
3,9,2,22562
5,3,4,22595
1,10,1,22634
2,7,2,22661
1,1,1,22689
10,4,2,22709
8,8,4,22746
3,8,15,22777
1,2,5,22798
8,1,5,22828
8,4,1,22856
3,9,5,22890
8,8,5,22915
2,9,4,22955
3,8,19,22975
1,8,6,23020
10,5,4,23043
9,2,3,23072
3,9,1,23104
1,8,13,23132
5,1,4,23169
10,9,3,23211
6,6,8,23225
9,3,12,23262
1,8,2,23268
1,10,3,23296
3,8,1,23327
6,5,1,23366
3,9,6,23399
8,6,4,23433
9,5,2,23473
1,7,2,23501
3,10,6,23536
7,2,1,23578
4,9,3,23618
8,8,1,23652
1,7,6,23698
9,2,1,23699
4,8,8,23741
2,1,3,23783
9,8,1,23807
7,9,8,23847
8,4,5,23872
8,8,7,23906
6,7,1,23930
8,2,1,23954
1,8,10,23989
8,2,1,24045
8,4,9,24085
1,8,5,24107
6,1,3,24146
3,10,2,24172
6,10,1,24212
8,1,7,24250
2,5,15,24281
5,5,4,24306
4,8,3,24346
3,8,8,24379
8,7,2,24401
2,3,2,24426
8,4,1,24460
1,9,1,24497
10,5,6,24528
4,10,3,24565
4,9,1,24597
9,8,1,24624
2,1,11,24650
3,3,2,24676
8,2,2,24702
4,8,3,24728
1,2,2,24771
1,9,5,24813
7,6,2,24838
2,8,15,24867
9,8,4,24889
2,3,6,24921
3,9,6,24954
10,2,3,24982
4,8,1,25026
2,8,8,25057
2,4,1,25089
2,9,9,25102
5,1,4,25143
2,9,14,25169
2,7,7,25187
2,9,1,25218
2,7,4,25244
6,5,3,25291
3,3,5,25324
3,7,1,25354
8,1,16,25393
8,8,10,25413
1,8,7,25439
7,8,2,25479
8,1,3,25529
4,10,5,25549
4,2,6,25587
8,9,2,25615
3,8,7,25660
3,8,6,25698
2,8,3,25733
7,9,10,25771
8,7,1,25794
8,4,1,25811
3,9,3,25853
9,2,18,25882
1,5,6,25909
6,8,4,25941
2,7,7,25977
5,6,3,25999
4,8,7,26021
1,1,1,26049
7,1,5,26071
8,2,5,26097
4,1,7,26126
3,9,8,26160
5,7,1,26183
1,7,6,26212
2,10,2,26247
1,8,3,26275
4,5,3,26291
8,1,6,26315
6,8,10,26338
10,3,8,26376
9,4,2,26401
8,4,4,26442
9,4,2,26487
6,9,6,26528
7,2,1,26553
7,6,2,26585
4,8,1,26589
8,2,3,26624
2,2,17,26678
3,8,10,26711
3,3,3,26743
1,8,5,26764
1,9,6,26802
7,6,6,26851
5,9,1,26881
9,2,1,26910
4,8,1,26945
9,10,4,26983
3,10,2,27011
5,4,3,27025
4,8,3,27044
2,2,6,27072
7,6,2,27096
6,2,3,27122
8,7,8,27155
4,10,20,27187
8,6,6,27224
2,5,1,27274
3,8,6,27299
2,4,17,27334
2,4,3,27364
7,4,15,27400
8,2,20,27426
4,9,3,27465
3,2,1,27507
6,4,3,27543
9,7,3,27568
6,3,2,27583
7,6,1,27619
10,8,5,27658
10,7,3,27699
1,8,4,27724
9,7,3,27751
2,5,1,27770
9,6,1,27801
3,8,3,27830
1,8,1,27851
8,10,13,27865
8,10,1,27883
9,5,3,27926
9,10,4,27954
9,9,9,28002
10,9,6,28026
6,9,5,28071
8,7,1,28107
1,8,6,28145
2,8,1,28187
8,1,3,28229
2,2,3,28252
1,9,1,28257
3,8,4,28298
4,6,1,28336
2,1,2,28368
5,5,4,28389
7,2,15,28414
6,2,4,28453
1,8,1,28477
7,2,2,28507
4,5,5,28544
1,1,9,28569
2,3,3,28584
9,5,2,28622
8,4,5,28649
9,1,5,28672
7,6,4,28704
8,2,1,28735
1,3,6,28767
1,8,1,28813
2,9,2,28848
4,10,6,28881
10,6,8,28926
4,5,8,28961
6,3,2,28994
9,4,1,29000
1,6,5,29050
3,3,1,29068
8,2,14,29087
8,2,4,29113
7,2,4,29138
10,6,6,29164
8,3,8,29190
9,4,4,29191
9,6,8,29219
8,1,2,29252
9,2,3,29286
9,5,3,29309
3,10,3,29339
9,2,5,29374
3,9,2,29423
8,3,5,29432
4,6,5,29467
4,10,14,29492
3,7,1,29529
2,9,15,29579
7,7,8,29610
3,5,2,29638
1,8,4,29660
3,9,16,29688
4,10,1,29715
7,4,12,29738
6,2,1,29767
8,3,6,29795
8,3,2,29818
8,1,2,29858
4,8,4,29870
10,10,3,29890
6,4,8,29925
7,4,3,29957
4,10,4,29976
3,7,2,29995
2,7,1,30017
1,9,2,30048
8,8,5,30086
1,8,1,30124
3,8,1,30165
1,9,1,30195
3,9,10,30219
3,8,11,30247
2,8,1,30279
7,2,11,30299
4,7,16,30312
1,8,1,30325
1,8,5,30366
8,2,1,30398
9,2,2,30424
3,1,5,30449
2,8,1,30460
6,7,7,30497
9,9,2,30521
8,1,4,30565
1,9,5,30590
4,8,11,30626
2,1,4,30671
8,10,4,30698
5,9,1,30719
6,6,10,30751
7,7,4,30780
5,7,9,30798
8,3,11,30831
1,1,3,30854
2,9,1,30862
4,8,4,30896
9,3,3,30930
3,7,8,30947
3,8,5,30967
4,7,3,30993
9,3,1,31019
1,9,2,31046
9,6,10,31077
3,8,11,31100
6,10,10,31141
4,10,2,31169
2,8,1,31199
1,4,13,31240
10,8,3,31274
7,6,3,31291
7,7,2,31329
2,9,3,31364
1,8,8,31395
10,5,20,31429
8,4,10,31460
8,8,4,31485
6,10,3,31509
5,2,5,31532
6,1,1,31556
6,3,1,31601
6,2,3,31620
8,1,19,31654
2,8,4,31677
2,5,3,31704
6,3,1,31732
3,9,4,31753
10,6,2,31786
1,6,1,31840
1,8,2,31868
10,8,9,31893
5,8,2,31916
3,9,4,31938
9,1,5,31960
8,2,16,31973
8,9,1,31998
4,8,7,32005
2,2,2,32035
8,1,3,32060
7,1,4,32088
3,8,3,32125
8,3,5,32155
2,8,13,32183
6,2,6,32199
5,2,11,32227
8,7,17,32251
3,7,7,32296
1,7,1,32325
8,5,3,32364
2,9,5,32374
9,5,2,32414
7,3,1,32449
9,7,4,32471
1,10,9,32483
1,8,5,32513
9,4,5,32530
3,5,8,32584
2,9,11,32610
6,2,2,32648
3,9,1,32682
6,3,5,32728
1,10,1,32762
9,8,2,32770
6,4,2,32814
6,2,13,32834
1,10,4,32863
3,8,1,32877
9,2,3,32914
2,9,4,32947
3,3,3,32978
3,8,2,33006
6,6,6,33044
10,6,7,33067
4,5,1,33096
4,4,6,33133
7,10,1,33162
1,8,2,33166
8,2,10,33210
4,8,1,33242
7,8,3,33286
2,8,5,33321
5,2,1,33346
3,9,6,33378
10,7,8,33403
8,8,6,33428
10,7,1,33475
3,5,6,33494
7,2,7,33520
7,8,1,33544
9,3,7,33590
7,2,10,33630
5,8,6,33663
10,6,3,33693
9,8,8,33739
8,2,12,33782
2,5,15,33806
1,6,2,33842
5,7,1,33877
8,3,1,33911
1,8,2,33927
8,3,11,33953
7,2,1,33996
4,9,3,34026
2,9,1,34064
7,2,3,34080
1,6,4,34119
2,7,1,34144
8,10,4,34177
1,6,2,34209
1,4,5,34238
3,3,5,34253
5,10,2,34286
9,7,10,34329
9,4,3,34345
3,2,6,34370
2,10,5,34419
7,6,5,34435
10,1,5,34474
6,7,10,34499
2,8,11,34528
2,5,2,34561
9,5,3,34586
4,7,3,34606
8,4,2,34653
2,3,1,34683
8,2,2,34727
5,3,4,34754
7,8,1,34786
8,8,2,34822
3,8,1,34851
10,9,3,34874
4,2,1,34897
9,3,12,34918
9,7,4,34933
4,4,1,34961
7,4,4,34993
10,5,4,35026
10,6,6,35068
7,7,5,35096
5,10,9,35121
4,7,10,35164
1,8,2,35193
2,8,12,35216
9,8,6,35243
3,8,6,35276
2,4,8,35301
4,8,6,35323
2,8,2,35336
6,7,1,35380
9,10,1,35420
3,8,1,35430
8,8,3,35441
6,6,5,35485
4,9,4,35517
2,3,5,35548
6,7,2,35570
9,8,3,35594
6,9,1,35629
5,3,17,35672
3,8,2,35720
6,9,2,35751
3,1,7,35775
1,8,3,35810
1,8,7,35864
4,10,3,35901
8,6,8,35934
8,3,2,35957
2,7,3,35987
7,1,3,36009
3,3,10,36025
8,7,4,36074
5,2,4,36120
4,9,2,36149
7,3,12,36178
3,3,13,36195
3,8,5,36229
5,9,5,36264
6,5,1,36297
4,8,1,36334
4,8,2,36345
9,8,2,36383
8,8,3,36409
3,8,1,36422
5,2,8,36443
6,6,2,36467
2,4,16,36507
4,8,2,36528
7,4,6,36554
4,8,2,36587
8,8,1,36624
3,7,6,36646
5,6,6,36681
6,1,1,36706
10,5,2,36730
8,4,4,36764
2,8,4,36780
5,5,1,36807
5,10,3,36856
8,7,7,36898
3,7,2,36932
8,2,14,36952
1,8,1,36967
6,7,2,36998
8,3,6,37033
5,3,3,37079
10,7,6,37112
2,8,6,37138
8,1,6,37161
8,4,3,37183
5,8,8,37214
7,1,4,37238
3,9,11,37264
2,9,14,37297
4,8,17,37316
4,8,12,37341
7,5,8,37358
7,8,10,37392
2,8,4,37407
6,3,2,37436
4,10,6,37457
1,9,2,37459
7,6,10,37503
3,8,2,37517
10,1,5,37530
6,2,6,37555
7,2,3,37587
4,7,5,37613
3,9,1,37641
4,5,2,37664
3,10,1,37694
3,4,8,37727
3,7,2,37757
6,10,4,37791
9,8,4,37842
9,2,4,37874
8,2,3,37922
3,10,4,37949
7,2,14,37978
1,8,7,38001
3,10,4,38042
1,9,6,38076
9,2,2,38112
8,2,4,38149
3,8,11,38186
8,5,4,38216
1,8,2,38241
3,7,1,38266
6,7,4,38295
5,4,2,38328
3,8,10,38364
3,9,1,38381
3,7,12,38405
8,10,3,38443
4,8,3,38482
3,1,4,38514
4,2,2,38547
1,9,4,38583
3,8,2,38608
5,7,3,38637
8,3,3,38671
6,7,7,38705
9,3,2,38750
8,1,3,38792
9,2,3,38810
2,5,5,38828
4,8,14,38859
10,8,6,38894
1,7,4,38927
8,8,4,38951
7,9,5,38979
8,8,2,39004
2,5,3,39037
1,10,4,39063
8,9,4,39106
8,10,10,39141
4,9,1,39170
9,10,7,39185
8,9,1,39207
2,10,8,39226
9,5,6,39248
1,2,5,39272
1,9,12,39298
2,7,12,39325
3,4,1,39357
2,9,2,39396
6,7,1,39437
2,1,7,39465
8,3,13,39497
4,9,5,39523
6,10,2,39567
4,8,2,39614
9,10,15,39666
6,2,7,39700
2,3,1,39720
3,6,1,39752
1,9,3,39780
8,4,8,39803
8,8,1,39838
4,8,7,39867
9,1,3,39892
6,9,2,39935
1,9,3,39974
3,10,1,40011
2,8,6,40068
2,5,1,40087
6,1,2,40109
6,4,11,40140
2,4,1,40171
4,8,1,40202
8,8,1,40237
3,8,4,40257
7,2,8,40277
1,7,2,40304
10,10,1,40353
8,2,12,40373
9,5,1,40409
2,5,3,40439
1,8,3,40485
8,1,5,40538
5,5,3,40561
8,8,4,40606
2,8,11,40619
8,5,3,40658
1,5,2,40676
2,5,1,40719
8,5,3,40742
2,7,6,40774
2,8,1,40791
3,10,2,40824
9,3,3,40872
2,8,5,40925
6,5,3,40949
4,1,1,40987
7,4,7,41008
9,7,2,41052
6,4,2,41080
5,8,3,41123
1,7,8,41141
3,1,2,41167
4,9,3,41198
7,1,3,41221
7,4,4,41255
1,8,6,41285
4,3,3,41311
1,8,1,41339
10,7,4,41369
9,8,3,41411
3,1,2,41440
6,5,3,41477
5,8,2,41499
10,7,1,41527
3,9,5,41564
8,9,6,41582
10,9,4,41610
2,9,12,41623
3,7,6,41652
3,8,4,41684
5,6,1,41723
7,2,2,41756
5,2,1,41783
3,8,12,41816
4,8,8,41847
3,7,2,41890
3,7,2,41907
3,1,4,41939
9,5,3,41963
4,5,1,41999
3,8,1,42040
1,5,2,42060
8,4,1,42085
8,8,14,42119
4,7,4,42143
4,4,3,42181
5,2,2,42207
8,3,11,42249
4,7,1,42273
2,7,1,42292
7,3,6,42315
5,10,3,42347
1,8,1,42375
2,9,6,42398
4,8,3,42435
4,9,3,42454
8,2,6,42468
8,6,3,42493
1,9,10,42512
4,1,3,42566
6,5,11,42590
5,1,4,42624
6,8,1,42646
4,5,15,42680
3,4,1,42699
3,8,13,42726
9,4,1,42752
7,9,11,42779
3,10,1,42810
9,2,5,42838
6,8,7,42864
1,7,4,42888
1,5,7,42933
2,9,6,42973
9,5,1,43015
4,8,6,43062
1,4,1,43076
2,2,4,43115
10,3,5,43137
7,6,2,43170
7,5,1,43198
4,8,4,43226
1,2,2,43263
5,3,2,43282
8,1,6,43314
3,9,20,43335
2,1,6,43375
4,3,1,43402
3,7,2,43422
4,10,12,43462
2,6,1,43480
5,8,8,43521
3,10,3,43549
8,7,1,43593
8,2,1,43622
4,4,8,43642
1,7,5,43673
10,6,2,43699
8,7,4,43743
3,7,5,43772
8,8,5,43820
8,2,9,43860
3,8,2,43882
3,10,2,43910
7,10,2,43948
5,2,1,43974
3,9,5,43995
8,3,1,44025
5,7,6,44062
3,9,8,44103
3,8,1,44125
3,8,3,44138
2,8,2,44161
8,10,2,44181
3,8,4,44222
2,10,10,44271
9,8,1,44303
2,1,3,44334
1,2,2,44382
4,1,8,44423
7,7,1,44455
1,7,6,44478
7,3,3,44507
7,8,9,44549
7,5,3,44578
2,3,4,44602
6,2,2,44627
7,10,3,44661
3,9,10,44698
8,9,2,44735
4,8,10,44756
3,8,3,44782
8,9,11,44824
7,6,2,44838
3,9,1,44899
10,3,4,44929
7,10,2,44962
4,9,4,44994
8,1,1,45036
5,3,12,45063
4,9,5,45101
2,3,7,45136
5,5,5,45172
3,8,2,45193
1,8,10,45225
3,10,2,45251
8,7,2,45290
10,8,8,45329
6,7,10,45362
6,2,1,45391
4,3,1,45425
8,3,1,45451
8,3,2,45490
3,5,5,45507
5,6,2,45536
3,7,6,45574
5,9,1,45601
9,4,16,45624
4,6,11,45656
2,7,4,45677
3,7,11,45689
3,7,2,45732
9,2,11,45744
1,8,11,45773
8,8,2,45802
6,10,3,45821
5,3,3,45847
4,7,6,45894
3,10,10,45924
8,5,10,45956
2,8,2,45988
2,3,1,46020
1,9,6,46062
1,6,5,46092
3,8,3,46114
10,10,2,46145
8,9,1,46187
8,9,11,46207
8,4,2,46251
10,1,14,46273
8,2,1,46300
8,8,5,46314
2,8,6,46343
9,4,9,46365
3,9,17,46393
3,7,16,46432
2,6,3,46454
3,8,1,46486
10,6,7,46509
7,8,1,46543
8,1,4,46583
3,9,1,46614
3,5,10,46661
5,1,5,46697
9,1,9,46726
5,2,3,46773
9,7,1,46801
7,7,7,46836
